Age,Experience,Income,ZIP Code,Family,CCAvg,Education,Mortgage,Personal Loan,Securities Account,CD Account,Online,CreditCard
55,31,69,90089,1,2.7,2,0,0,1,0,0,1
33,8,62,94596,1,1,1,0,0,0,0,1,0
48,23,79,92124,2,3.8,3,0,0,0,0,1,0
31,5,32,92123,2,0.3,2,130,0,0,0,1,0
41,17,11,91330,1,1,1,0,0,0,0,0,0
34,10,21,91770,4,0.7,2,0,0,0,0,1,0
54,29,154,95014,1,2.4,2,352,1,0,0,1,0
64,39,145,92705,1,0.9,1,0,0,0,0,0,0
32,6,28,94115,3,1,1,0,0,0,0,0,0
36,12,113,94305,4,0.2,1,0,1,0,0,0,0
64,38,84,94571,1,2,1,0,0,0,0,0,0
28,4,129,92115,1,1.5,1,0,0,0,0,0,1
44,19,34,95616,1,0.3,3,78,0,0,0,1,0
27,0,40,90068,1,2,2,110,0,0,0,0,1
60,36,93,92521,1,4.3,1,0,0,0,0,1,0
58,34,10,92521,4,0.7,1,0,0,0,0,0,0
60,35,80,94608,3,0.5,1,0,0,0,0,1,0
60,35,29,92126,3,1.3,2,0,0,0,0,0,0
25,0,38,93407,2,1.6,3,0,0,0,0,0,0
41,15,38,90291,2,0.7,1,91,0,0,0,1,0
55,28,38,95616,3,1,2,0,0,0,0,1,0
33,9,139,95054,1,4.3,1,0,0,0,0,0,0
34,10,45,92038,1,1.7,1,84,0,0,0,0,0
30,4,45,90041,4,1.3,3,0,0,0,0,0,0
43,18,179,94108,3,1.2,1,0,1,1,1,1,0
58,32,65,94590,3,2.2,3,0,0,0,0,1,0
45,21,29,95051,1,0.3,3,105,0,0,0,1,1
33,7,81,92122,2,4.5,3,187,0,0,1,1,1
34,9,180,93955,2,6.5,3,0,1,0,1,1,0
50,25,38,95616,1,1.3,2,120,0,0,0,0,1
34,9,64,92346,2,0.1,1,224,0,0,0,1,1
63,37,20,90066,1,0.8,2,0,0,1,0,0,1
41,16,99,92660,1,1,3,0,0,0,0,1,0
